CHLORO;Platymonas sp.;Platymonas;13;Chloro;Chloro1;P2;NA;Station Marine d'Endoume (Marseilles);NA;7.4;321;Bricaud 1983;6b;solid line;825;Bricaud_1983_Fig6b;normalized by Chla+Pheo;0;1;Pla;NA;NA;NA;NA;NA;NA;NA;0.045899877;0.045545546;0.044831885;0.044147557;0.044442738;0.045088839;0.046174059;0.045674521;0.046325492;0.047372372;0.04935717;0.05169336;0.052518428;0.053622372;0.054403442;0.05490298;0.053350225;0.051726727;0.049483859;0.048942124;0.048351761;0.048023023;0.04743994;0.046141141;0.042877252;0.039089089;0.035202703;0.031362613;0.026916917;0.0252002;0.023890766;0.022098885;0.021635028;0.020770771;0.020840158;0.020492608;0.020695127;0.02042042;0.020453936;0.020685864;0.02044482;0.02012012;0.02012012;0.02012012;0.019543407;0.02012012;0.02012012;0.020850658;0.021599965;0.024024024;0.024024024;0.026163664;0.029680462;0.031370656;0.030670045;0.022875375;0.016879379;0.014714715;0.01382917;0.013483014;0.013280077;0.012619438;0.011676051;0.011411411;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CHLORO;Tetraselmis maculata;Tetraselmis;12;Chloro;Chloro1;P2;NA;CERBOM (Nice);NA;9.5;321;Bricaud 1983;6c;solid line;825;Bricaud_1983_Fig6c;normalized by Chla+Pheo;0;1;Tet;NA;NA;NA;NA;NA;NA;NA;0.040356083;0.039531817;0.038872404;0.038872404;0.039255687;0.040356083;0.041042285;0.041031982;0.041750742;0.043125618;0.045054402;0.04694362;0.048627596;0.050229296;0.05097788;0.051706231;0.04962908;0.047138618;0.045598417;0.044498022;0.044269288;0.043590504;0.042499176;0.041279261;0.039196958;0.035489614;0.031172107;0.025727003;0.023386499;0.021230105;0.019609298;0.018555885;0.017823937;0.017507418;0.016853893;0.016200367;0.016023739;0.016023739;0.016295747;0.016500636;0.016617211;0.016401403;0.01685036;0.016913947;0.017068021;0.017062315;0.016913947;0.017748516;0.019947247;0.021688697;0.021938225;0.024658754;0.028597923;0.030089021;0.027744807;0.019881306;0.015850643;0.012957468;0.011379822;0.010830861;0.010328058;0.010023079;0.009731589;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
HAPTO 6;Emiliania huxleyi;Emiliania;19;Emiliania;Emiliania;P2;NA;Station Marine d'Endoume (Marseilles);NA;3.4;321;Bricaud 1983;6d;solid line;825;Bricaud_1983_Fig6d;normalized by Chla+Pheo;0;1;Coc;NA;NA;NA;NA;NA;NA;NA;0.070820896;0.068320896;0.065945274;0.065024876;0.065447761;0.066832504;0.06911194;0.071236674;0.071604478;0.072172471;0.075727612;0.077798507;0.081408582;0.083223881;0.085688226;0.086156716;0.084228856;0.079552239;0.078507463;0.077960199;0.073631841;0.070447761;0.063908582;0.058835821;0.054432836;0.049253731;0.041343284;0.035552239;0.030223881;0.026149254;0.021;0.018059701;0.016283582;0.013646055;0.01141791;0.010381426;0.009413646;0.008358209;0.009253731;0.009237148;0.008955224;0.008955224;0.00871476;0.008470149;0.009160448;0.008457711;0.008835821;0.009572139;0.008880597;0.008084577;0.008314677;0.012910448;0.020858209;0.02533049;0.023716418;0.016447761;0.009975124;0.00441791;0.002350746;0.00119403;0.001069652;0.000895522;0.000556309;7.46E-05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
DIATOMS;Chaetoceros curvisetus;Chaetoceros;22;Diatoms;Diatoms;P1;NA;Station Marine d'Endoume (Marseilles);NA;7.5;400;Bricaud 1988;1a;solid line;855;Bricaud_1988_Fig1a;NA;0;0;Cur;NA;NA;NA;NA;NA;NA;NA;0.050401646;0.048530564;0.045696186;0.044856975;0.045667886;0.047473504;0.050272514;0.051468842;0.052372141;0.052664577;0.055379223;0.058744775;0.060498553;0.062510449;0.064352795;0.064865792;0.062454284;0.059737461;0.058654277;0.056938349;0.053770463;0.049627743;0.046349269;0.045084465;0.042792768;0.03962704;0.036792661;0.03230265;0.028513584;0.026444245;0.023780368;0.022705503;0.021227795;0.019331243;0.017047087;0.015014368;0.014420063;0.01415333;0.013876286;0.013793103;0.013242337;0.01236503;0.013055937;0.01336098;0.013882358;0.013910658;0.014278561;0.014435429;0.013816153;0.013179206;0.015351794;0.019997388;0.027592738;0.029088297;0.025274295;0.018014629;0.012160397;0.008840125;0.007836991;0.007231801;0.006535179;0.006429235;0.006583072;0.006354493;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
DIATOMS;Chaetoceros lauderi;Chaetoceros;22;Diatoms;Diatoms;P1;NA;Station Marine d'Endoume (Marseilles);NA;25.5;400;Bricaud 1988;1b;solid line;855;Bricaud_1988_Fig1b;NA;0;0;Lau;NA;NA;NA;NA;NA;NA;NA;0.073237179;0.071062271;0.069505495;0.069110577;0.068960337;0.068910256;0.068990385;0.069162088;0.069230769;0.069831731;0.070913462;0.071703297;0.072720798;0.073183761;0.073344017;0.07293956;0.07099359;0.068589744;0.066602564;0.064679487;0.061716524;0.057051282;0.054372711;0.053617216;0.052307692;0.048461538;0.044413919;0.038888889;0.036581197;0.035299145;0.030969551;0.029166667;0.026161859;0.024358974;0.021233974;0.020718864;0.019143357;0.018706294;0.017574786;0.016870629;0.016433566;0.016346154;0.016369048;0.016712454;0.016939103;0.016698718;0.016388889;0.016068376;0.016025641;0.015064103;0.01650641;0.022676282;0.02830815;0.030128205;0.026241987;0.021474359;0.014569979;0.011965812;0.010510935;0.010369532;0.009775641;0.009120047;0.009294872;0.009294872;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CHLORO;Dunaliella salina;Dunaliella;11;Chloro;Chloro1;P2;NA;Station Marine d'Endoume (Marseilles);NA;10.2;400;Bricaud 1988;1f;solid line;855;Bricaud_1988_Fig1f;NA;0;0;Sal;NA;NA;NA;NA;NA;NA;NA;0.015411538;0.015661538;0.015692308;0.015777778;0.016296154;0.016046154;0.016636752;0.01691453;0.016384615;0.017811966;0.017551282;0.018384615;0.019182692;0.019794872;0.020259615;0.019641026;0.01908547;0.017846154;0.017404977;0.016963801;0.016923077;0.016923077;0.016858974;0.016025641;0.014897436;0.013230769;0.011564103;0.010065934;0.008798077;0.00775641;0.007205128;0.006769231;0.006769231;0.005846154;0.005852564;0.006269231;0.006685897;0.006886878;0.007033937;0.006634615;0.00625;0.006666667;0.007074359;0.006907692;0.006980769;0.007736264;0.007092308;0.008092308;0.009509615;0.011384615;0.011846154;0.011205128;0.012653846;0.013487179;0.01275641;0.010211538;0.008379121;0.006461538;0.004923077;0.004923077;0.004188034;0.003692308;0.003817308;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
PRYMNE;Pavlova lutheri;Pavlova;16;Brown;Prymne;P2;NA;Station Marine d'Endoume (Marseilles);NA;3.6;400;Bricaud 1988;1d;solid line;855;Bricaud_1988_Fig1d;NA;0;0;Lut;NA;NA;NA;NA;NA;NA;NA;0.054300415;0.053600201;0.051881923;0.049951446;0.051075497;0.051601838;0.054807402;0.056276435;0.057685944;0.060725076;0.062862358;0.064575103;0.066081803;0.067567976;0.068525774;0.06944392;0.067163198;0.063530427;0.061454614;0.059451387;0.056289338;0.053429003;0.051047961;0.050649862;0.05083711;0.047045989;0.041651981;0.037323766;0.033280621;0.029418429;0.026529456;0.024081067;0.022296702;0.021072508;0.019153869;0.018047763;0.017340501;0.01676441;0.016616314;0.016310423;0.016065584;0.01577291;0.015831524;0.015984548;0.016629871;0.017088369;0.016476271;0.015864174;0.014809919;0.015626049;0.016368958;0.018028701;0.023516176;0.027039275;0.027461764;0.023111782;0.017585599;0.013225915;0.010264036;0.009651939;0.009278701;0.009115475;0.00937618;0.009835253;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
PRYMNE;Pavlova pengui;Pavlova;16;Brown;Prymne;P2;NA;Station Marine d'Endoume (Marseilles);NA;4.5;400;Bricaud 1988;1c;solid line;855;Bricaud_1988_Fig1c;NA;0;0;Pin;NA;NA;NA;NA;NA;NA;NA;0.01689351;0.016768293;0.017745032;0.018575784;0.018955793;0.020985772;0.022340786;0.024059959;0.026602021;0.02804878;0.030658028;0.033297038;0.034864075;0.036187331;0.037814405;0.040434451;0.037957317;0.035728804;0.033727134;0.03280262;0.03019563;0.027308362;0.026983825;0.026921367;0.026197735;0.024288618;0.021277947;0.017682927;0.016183943;0.014721914;0.013278528;0.011305894;0.010470303;0.009085366;0.008139048;0.007526303;0.007278963;0.00675813;0.006968439;0.006707317;0.006683181;0.006422764;0.006702553;0.007050305;0.007831555;0.007926829;0.007926829;0.007683653;0.007621951;0.00748645;0.008022809;0.011966463;0.017303417;0.020096545;0.018360434;0.012271341;0.008326982;0.005749129;0.004971206;0.004573171;0.004573171;0.005182927;0.005182927;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
PRYMNE;Prymnesium parvum;Prymnesium;15;Brown;Prymne;P2;NA;Station Marine d'Endoume (Marseilles);NA;5.7;400;Bricaud 1988;1e;solid line;855;Bricaud_1988_Fig1e;NA;0;0;Parv;NA;NA;NA;NA;NA;NA;NA;0.021284613;0.022555205;0.021458406;0.021757799;0.022128023;0.023475289;0.02540418;0.025463328;0.026473778;0.027872916;0.029990048;0.031529013;0.0327538;0.034238813;0.035060463;0.035442955;0.035539658;0.034479495;0.033753943;0.033498573;0.031558885;0.029360072;0.028189077;0.02807571;0.025646688;0.022112062;0.01893796;0.015654574;0.013917915;0.012272796;0.010856993;0.009863302;0.008364003;0.007465825;0.007079719;0.007071504;0.006731305;0.006414301;0.006009026;0.006243428;0.005993691;0.005993691;0.006304219;0.006688448;0.006940063;0.006940063;0.007105793;0.0073401;0.007557834;0.007805549;0.008898528;0.011987382;0.015392888;0.016817823;0.016922037;0.012653347;0.008615931;0.005283912;0.004335349;0.004100946;0.004100946;0.004001052;0.003661126;0.003039311;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CYANO 2;Synechococcus sp.;Synechococcus;3;Synechococcus;Synechococcus;P3;WH8010;Bigelow Laboratory for Ocean Sciences;NA;1.6;20;Bricaud 1988;1h;solid line;855;Bricaud_1988_Fig1h;NA;0;0;Syn;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.038706809;0.039674978;0.041412602;0.043210112;0.04549458;0.048494665;0.051539634;0.054717443;0.057621951;0.059254319;0.060365854;0.059482978;0.055411585;0.049733232;0.045865091;0.04287157;0.040310595;0.037433943;0.037133194;0.037737453;0.038135163;0.038608994;0.037096037;0.035670732;0.036112805;0.03757622;0.039623258;0.041611619;0.044740854;0.047682715;0.050931572;0.052541921;0.0493479;0.034272104;0.023246951;0.015962125;0.014798311;0.014580158;0.014713088;0.01525343;0.015834604;0.016240261;0.016408367;0.01589812;0.01485857;0.015163449;0.019193026;0.023923399;0.027997967;0.029211128;0.025239774;0.015631352;0.013248337;0.01135459;0.010514058;0.009396777;0.008287965;0.007387395;0.007237043;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CYANO 2;Synechocystis sp.;Synechocystis;4;Syn/Anacystis;Syn/Anacystis;Syn/Anacystis;NA;Laboratoire Arago (Banyuls);NA;1.5;200;Bricaud 1988;1i;solid line;855;Bricaud_1988_Fig1i;HL;0;0;CysHL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.052933869;0.052905199;0.052413718;0.052496872;0.052380952;0.053111621;0.054977914;0.057027666;0.058854167;0.060188503;0.061350822;0.059875127;0.053707951;0.048203364;0.046196483;0.044127485;0.041207951;0.038551223;0.037909567;0.037005447;0.034964322;0.030824732;0.027281816;0.024770642;0.024388379;0.023327599;0.022010703;0.021479358;0.020438328;0.020309633;0.020486748;0.021093566;0.021551138;0.021913226;0.02238787;0.023273445;0.023700306;0.023853211;0.024584289;0.025850535;0.028351172;0.02815367;0.027178899;0.026314029;0.024617737;0.023899932;0.025277141;0.028306575;0.031609675;0.032974962;0.02898318;0.022701644;0.017864424;0.016314666;0.014509611;0.014663609;0.012882263;0.012210117;0.011687691;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CYANO 2;Synechocystis sp.;Synechocystis;4;Syn/Anacystis;Syn/Anacystis;Syn/Anacystis;NA;Laboratoire Arago (Banyuls);NA;1.5;16;Bricaud 1988;1j;solid line;855;Bricaud_1988_Fig1j;LL;0;0;CysLL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.062020202;0.062121212;0.063010101;0.06354798;0.064318182;0.066464646;0.06972583;0.072181818;0.073189033;0.075772006;0.078484848;0.077171717;0.06969697;0.059393939;0.055010101;0.051085859;0.049878788;0.046565657;0.044227994;0.043246753;0.042525253;0.039747475;0.035454545;0.030848485;0.028575758;0.025151515;0.023649832;0.023986532;0.023451178;0.024433221;0.025415264;0.027818182;0.03008658;0.032251082;0.034090909;0.035353535;0.037519641;0.041181818;0.043454545;0.048383838;0.05030303;0.051565657;0.051262626;0.047651515;0.043661616;0.035555556;0.033535354;0.035639731;0.03959596;0.042020202;0.041750842;0.032659933;0.026969697;0.020505051;0.017979798;0.016573427;0.015482094;0.01476431;0.013712121;0.013333333;NA;NA;NA;NA;NA;NA;NA;NA;NA
RHODO;Porphyridium cruentum;Porphyridium;NA;NA;NA;NA;NA;Centre Oceanologique de Bretagne (Brest);NA;4.9;400;Bricaud 1988;1g;solid line;855;Bricaud_1988_Fig1g;NA;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CYANO 4;Prochlorococcus sp.;Prochlorococcus;NA;NA;NA;NA;NA;field sample;Oregon coast;NA;NA;Ciotti 2002;7a;P-Pro;411;Ciotti_2002_Fig7a;normalized by Chla+Pheo;0;1;Ppro;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.044719101;0.051179775;0.058941948;0.065533708;0.070210674;0.075578652;0.078334671;0.077191011;0.074060995;0.069929775;0.06613764;0.060308989;0.054769039;0.051688514;0.04917603;0.044185393;0.038576779;0.03011236;0.022421973;0.017398174;0.013210273;0.010509129;0.008960674;0.006727528;0.005393258;0.004361593;0.002928371;0.001703827;0.002454354;0.003204881;0.002803882;0.002703111;0.003318928;0.002926456;0.002921348;0.002921348;0.004069913;0.004960674;0.005494382;0.005472846;0.005280899;0.006386938;0.011601124;0.021975655;0.023769152;0.020477528;0.013142946;0.00505618;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CYANO 2;Synechococcus sp.;Synechococcus;3;Synechococcus;Synechococcus;P3;NA;field sample;Oregon coast;NA;NA;Ciotti 2002;7a;P-Syn;411;Ciotti_2002_Fig7a;normalized by Chla+Pheo;0;1;Pyn;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.034166667;0.038735955;0.042803371;0.046404494;0.050379213;0.052664526;0.05181882;0.046157303;0.044135456;0.043370787;0.042450843;0.038988764;0.036748596;0.034221509;0.030883271;0.025361156;0.022436798;0.017977528;0.015466994;0.013342697;0.011418539;0.009925094;0.008661049;0.007949438;0.006240637;0.005660112;0.005617978;0.005339754;0.004831461;0.005168539;0.005168539;0.005393258;0.005779494;0.005764045;0.006033307;0.006;0.006313202;0.007650664;0.008039326;0.007796024;0.008595506;0.010730337;0.01661985;0.020561798;0.015842697;0.010213483;0.00366573;0.001123596;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CRYPTO;CRYPTO;CRYPTO;7;SmallEuk;SmallEuk;P2;NA;field sample;Oregon coast;NA;NA;Ciotti 2002;7b;U-flag2;411;Ciotti_2002_Fig7b;normalized by Chla+Pheo;0;1;Ufla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.032622649;0.03510468;0.036961207;0.038836207;0.041851293;0.042112069;0.040296552;0.037668966;0.03570546;0.034909483;0.034168719;0.032630542;0.031869073;0.029678879;0.027677802;0.024333333;0.020949138;0.018859195;0.016596552;0.015672414;0.014731681;0.014043103;0.012648707;0.011275862;0.00930819;0.007696659;0.006306715;0.005615245;0.005468186;0.005546388;0.005384698;0.005;0.005184757;0.005408699;0.005688362;0.006;0.006150862;0.006961686;0.007496408;0.00784326;0.008185345;0.01262931;0.017124282;0.018241379;0.014587284;0.008365517;0.00446408;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
